transaction_id,customer_id,subscription_id,amount,payment_method,failure_type,attempt_number,days_overdue,previous_payment_count,previous_success_count,previous_failure_count,previous_recovery_count,customer_lifetime_value,contact_count,subscription_age_days,action,previous_success_rate,previous_recovery_rate,recovery_probability,action_cost,expected_recovery_value,recovered,recovered_amount,net_value
tx_02889,cust_00780,sub_01240,548.72,card,invalid_payment_method,1,1,15,15,0,0,8370.56,0,470,retry_now,1.0,0.0,0.0152,1.0,7.36,False,0.0,-1.0
tx_04472,cust_01952,sub_05251,506.43,upi,soft_decline,2,3,18,15,3,2,8574.28,1,559,retry_later,0.8333,0.6667,0.6395,1.0,322.84,True,506.43,505.43
tx_06064,cust_01490,sub_00791,511.37,upi,customer_abandoned,2,6,19,15,4,2,7834.05,3,578,send_reminder,0.7895,0.5,0.4895,0.5,249.84,False,0.0,-0.5
tx_07924,cust_00517,sub_01496,505.84,wallet,repeated_failure,1,0,9,8,1,1,4889.74,1,296,retry_now,0.8889,1.0,0.0657,1.0,32.24,False,0.0,-1.0
tx_07649,cust_02891,sub_04838,1024.43,netbanking,insufficient_funds,1,2,23,16,7,5,16191.85,0,717,retry_now,0.6957,0.7143,0.1224,1.0,124.38,False,0.0,-1.0
tx_08381,cust_00323,sub_02552,1528.2,upi,customer_abandoned,3,10,2,2,0,0,3260.88,3,77,retry_later,1.0,0.0,0.0624,1.0,94.43,False,0.0,-1.0
tx_00209,cust_03115,sub_04540,1035.67,upi,bank_timeout,1,0,6,5,1,1,5712.92,0,188,recovery_link,0.8333,1.0,0.3741,1.5,385.99,False,0.0,-1.5
tx_02758,cust_01439,sub_04515,532.12,upi,hard_decline,3,12,4,4,0,0,2275.46,5,138,send_reminder,1.0,0.0,0.0556,0.5,29.09,False,0.0,-0.5
tx_08471,cust_00687,sub_01678,1021.87,netbanking,invalid_payment_method,3,7,13,11,2,1,12507.69,3,417,escalate_human,0.8462,0.5,0.5432,30.0,525.08,False,0.0,-30.0
tx_02948,cust_02124,sub_03166,1040.44,upi,repeated_failure,1,2,2,1,1,1,1256.75,0,86,send_reminder,0.5,1.0,0.2903,0.5,301.54,True,1040.44,1039.94
tx_07116,cust_02045,sub_02594,530.0,upi,insufficient_funds,1,2,8,7,1,1,3736.41,0,248,retry_now,0.875,1.0,0.1232,1.0,64.29,False,0.0,-1.0
tx_06330,cust_00259,sub_02226,5036.43,upi,bank_timeout,1,2,23,18,5,3,94926.92,1,698,recovery_link,0.7826,0.6,0.3473,1.5,1747.46,False,0.0,-1.5
tx_01728,cust_01777,sub_05452,999.18,card,repeated_failure,5,44,20,11,9,3,11800.7,8,650,stop,0.55,0.3333,0.0,0.0,0.0,False,0.0,0.0
tx_04176,cust_01213,sub_00641,224.32,card,repeated_failure,1,2,23,17,6,4,4506.03,0,718,retry_now,0.7391,0.6667,0.0504,1.0,10.3,False,0.0,-1.0
tx_00337,cust_01268,sub_00682,238.55,mandate_nach,insufficient_funds,2,5,16,15,1,0,4400.82,2,502,retry_later,0.9375,0.0,0.6803,1.0,161.28,True,238.55,237.55
tx_04984,cust_00769,sub_01470,10043.46,mandate_nach,soft_decline,2,5,13,8,5,3,74502.35,1,410,send_reminder,0.6154,0.6,0.3394,0.5,3407.88,False,0.0,-0.5
tx_06878,cust_02378,sub_01026,518.4,upi,bank_timeout,1,0,11,6,5,4,3774.96,1,354,retry_now,0.5455,0.8,0.7906,1.0,408.85,True,518.4,517.4
tx_07248,cust_01611,sub_03778,212.04,upi,insufficient_funds,3,12,29,27,2,1,7084.11,5,890,recovery_link,0.931,0.5,0.2754,1.5,56.89,False,0.0,-1.5
tx_08452,cust_02852,sub_04976,206.61,card,hard_decline,3,10,1,1,0,0,298.91,3,53,send_reminder,1.0,0.0,0.0574,0.5,11.36,False,0.0,-0.5
tx_01226,cust_00429,sub_05087,511.89,upi,invalid_payment_method,1,1,17,17,0,0,9938.32,1,528,retry_now,1.0,0.0,0.0163,1.0,7.36,False,0.0,-1.0
tx_07608,cust_01092,sub_02166,207.74,card,insufficient_funds,2,6,12,10,2,1,2510.57,2,371,retry_later,0.8333,0.5,0.6242,1.0,128.66,True,207.74,206.74
tx_06827,cust_00217,sub_01619,2506.25,upi,insufficient_funds,2,5,20,18,2,1,44842.47,1,631,retry_later,0.9,0.5,0.6789,1.0,1700.52,False,0.0,-1.0
tx_03540,cust_02939,sub_00215,5046.5,upi,invalid_payment_method,2,6,28,27,1,1,134367.12,2,848,retry_later,0.9643,1.0,0.0178,1.0,88.79,False,0.0,-1.0
tx_05868,cust_03698,sub_01418,520.99,upi,insufficient_funds,2,4,14,12,2,0,6885.23,1,438,retry_later,0.8571,0.0,0.6165,1.0,320.21,False,0.0,-1.0
tx_02111,cust_02698,sub_00210,1045.28,upi,soft_decline,2,5,11,7,4,1,7577.55,1,352,escalate_human,0.6364,0.25,0.4559,30.0,446.54,False,0.0,-30.0
tx_02691,cust_02428,sub_03508,1040.82,card,expired_card,1,0,32,22,10,6,25898.73,0,968,payment_method_update,0.6875,0.6,0.8922,2.0,926.66,False,0.0,-2.0
tx_07153,cust_03280,sub_00124,515.69,upi,hard_decline,1,2,25,20,5,4,10979.1,0,760,payment_method_update,0.8,0.8,0.7873,2.0,404.0,True,515.69,513.69
tx_03707,cust_03024,sub_02242,218.71,card,customer_abandoned,1,0,9,7,2,1,1758.71,1,275,retry_now,0.7778,0.5,0.0627,1.0,12.72,False,0.0,-1.0
tx_01017,cust_01976,sub_04322,1517.7,upi,customer_abandoned,1,1,33,29,4,1,42394.11,0,995,recovery_link,0.8788,0.25,0.7955,1.5,1205.87,True,1517.7,1516.2
tx_08511,cust_00282,sub_01151,236.84,card,customer_abandoned,2,5,24,19,5,2,6048.5,2,731,recovery_link,0.7917,0.4,0.6409,1.5,150.3,False,0.0,-1.5
tx_02807,cust_01242,sub_02885,2535.16,mandate_nach,insufficient_funds,3,11,24,22,2,1,60857.15,3,748,stop,0.9167,0.5,0.0,0.0,0.0,False,0.0,0.0
tx_05015,cust_03748,sub_04665,1030.96,mandate_nach,insufficient_funds,3,13,22,16,6,4,18920.35,4,695,send_reminder,0.7273,0.6667,0.2381,0.5,244.98,True,1030.96,1030.46
tx_01928,cust_00730,sub_05331,512.05,card,expired_card,1,2,18,13,5,3,7666.41,0,567,payment_method_update,0.7222,0.6,0.8773,2.0,447.21,True,512.05,510.05
tx_00350,cust_02132,sub_04902,1507.5,upi,repeated_failure,2,5,13,12,1,1,18319.54,1,411,retry_later,0.9231,1.0,0.1863,1.0,279.81,False,0.0,-1.0
tx_05173,cust_01337,sub_00801,5040.1,netbanking,bank_timeout,1,0,3,2,1,1,11251.35,1,115,retry_now,0.6667,1.0,0.8349,1.0,4207.14,True,5040.1,5039.1
tx_04192,cust_02964,sub_03397,521.59,card,expired_card,1,0,31,22,9,4,13743.7,0,940,payment_method_update,0.7097,0.4444,0.8865,2.0,460.41,True,521.59,519.59
tx_01934,cust_00586,sub_00755,222.11,mandate_nach,insufficient_funds,1,0,21,12,9,6,3801.47,0,631,retry_now,0.5714,0.6667,0.0765,1.0,16.0,False,0.0,-1.0
tx_06901,cust_02767,sub_05180,506.82,upi,bank_timeout,1,2,24,13,11,9,7342.42,0,739,retry_now,0.5417,0.8182,0.7876,1.0,398.15,True,506.82,505.82
tx_04823,cust_03898,sub_04054,229.43,mandate_nach,unknown,1,1,26,22,4,2,5929.88,1,808,retry_now,0.8462,0.5,0.2598,1.0,58.61,False,0.0,-1.0
tx_00564,cust_03556,sub_05332,1523.76,card,expired_card,1,1,28,22,6,3,37119.97,0,855,payment_method_update,0.7857,0.5,0.8912,2.0,1355.93,True,1523.76,1521.76
tx_01582,cust_02061,sub_00639,10006.04,upi,insufficient_funds,1,1,27,24,3,2,251826.62,0,835,retry_now,0.8889,0.6667,0.1317,1.0,1317.17,False,0.0,-1.0
tx_04694,cust_02830,sub_04043,1021.11,netbanking,soft_decline,2,4,3,3,0,0,3213.12,1,97,retry_later,1.0,0.0,0.636,1.0,648.46,True,1021.11,1020.11
tx_02175,cust_03050,sub_01328,237.04,upi,insufficient_funds,1,0,19,12,7,3,4046.05,0,586,retry_now,0.6316,0.4286,0.0967,1.0,21.92,False,0.0,-1.0
tx_07028,cust_01783,sub_03148,535.57,card,invalid_payment_method,1,2,25,17,8,3,11032.86,0,764,retry_now,0.68,0.375,0.0121,1.0,5.47,False,0.0,-1.0
tx_04880,cust_01520,sub_02135,535.94,upi,insufficient_funds,2,6,21,14,7,7,8983.41,3,643,retry_later,0.6667,1.0,0.6338,1.0,338.68,False,0.0,-1.0
tx_02228,cust_01158,sub_03071,204.55,mandate_nach,insufficient_funds,1,0,16,11,5,4,2921.6,0,499,retry_now,0.6875,0.8,0.0843,1.0,16.23,True,204.55,203.55
tx_01115,cust_01960,sub_01830,219.44,card,soft_decline,1,1,13,11,2,1,2754.21,1,408,recovery_link,0.8462,0.5,0.4967,1.5,107.49,False,0.0,-1.5
tx_03126,cust_03329,sub_02909,548.99,card,insufficient_funds,1,0,12,9,3,2,5218.87,1,369,retry_now,0.75,0.6667,0.1077,1.0,58.13,False,0.0,-1.0
tx_03544,cust_00149,sub_04912,1525.13,upi,customer_abandoned,2,4,4,4,0,0,6827.4,1,151,recovery_link,1.0,0.0,0.7281,1.5,1108.89,True,1525.13,1523.63
tx_05048,cust_01167,sub_01607,1545.46,card,expired_card,2,4,15,11,4,3,17554.67,2,474,recovery_link,0.7333,0.75,0.7528,1.5,1161.88,True,1545.46,1543.96
tx_07476,cust_03835,sub_00209,246.53,card,expired_card,1,2,28,14,14,6,4546.65,0,858,payment_method_update,0.5,0.4286,0.8497,2.0,207.47,True,246.53,244.53
tx_00821,cust_02662,sub_01472,248.88,upi,soft_decline,1,2,6,4,2,1,1392.94,1,209,retry_now,0.6667,0.5,0.4156,1.0,102.43,False,0.0,-1.0
tx_06532,cust_01997,sub_03353,531.48,netbanking,customer_abandoned,2,3,30,18,12,4,10127.19,2,925,recovery_link,0.6,0.3333,0.6492,1.5,343.53,True,531.48,529.98
tx_02272,cust_01187,sub_01502,540.84,upi,bank_timeout,1,0,20,19,1,0,12124.72,0,618,retry_now,0.95,0.0,0.8026,1.0,433.08,True,540.84,539.84
tx_05545,cust_03549,sub_00484,1021.21,upi,insufficient_funds,3,11,19,15,4,3,17710.03,3,600,retry_later,0.7895,0.75,0.53,1.0,540.19,True,1021.21,1020.21
tx_00081,cust_01748,sub_01324,1008.71,upi,insufficient_funds,2,4,6,5,1,1,5704.78,1,186,retry_later,0.8333,1.0,0.6889,1.0,693.87,True,1008.71,1007.71
tx_01323,cust_03546,sub_00084,247.91,mandate_nach,insufficient_funds,3,12,18,15,3,2,4346.63,4,555,send_reminder,0.8333,0.6667,0.2303,0.5,56.6,True,247.91,247.41
tx_09405,cust_01369,sub_05378,1503.93,netbanking,unknown,2,6,33,27,6,4,39078.45,2,1021,retry_later,0.8182,0.6667,0.4046,1.0,607.53,False,0.0,-1.0
tx_01614,cust_00240,sub_04246,512.62,mandate_nach,repeated_failure,3,13,4,3,1,1,1681.78,5,151,send_reminder,0.75,1.0,0.0934,0.5,47.36,False,0.0,-0.5
tx_00831,cust_00963,sub_02576,205.4,upi,bank_timeout,1,2,24,20,4,2,5181.28,1,749,retry_now,0.8333,0.5,0.7933,1.0,161.95,False,0.0,-1.0
tx_03883,cust_01819,sub_02717,523.86,upi,insufficient_funds,1,0,8,7,1,1,3657.09,0,241,payment_method_update,0.875,1.0,0.5148,2.0,267.68,False,0.0,-2.0
tx_08641,cust_03296,sub_04071,204.56,upi,bank_timeout,2,5,25,16,9,4,4441.13,1,758,send_reminder,0.64,0.4444,0.1628,0.5,32.8,False,0.0,-0.5
tx_04464,cust_01782,sub_04228,233.55,netbanking,bank_timeout,3,11,32,15,17,7,4969.51,3,993,send_reminder,0.4688,0.4118,0.0728,0.5,16.5,False,0.0,-0.5
tx_05339,cust_01869,sub_02814,504.35,card,expired_card,1,0,14,13,1,1,7771.56,1,429,payment_method_update,0.9286,1.0,0.9091,2.0,456.48,True,504.35,502.35
tx_08066,cust_00844,sub_00510,516.54,upi,insufficient_funds,1,2,14,10,4,3,5362.73,0,430,retry_now,0.7143,0.75,0.1067,1.0,54.12,True,516.54,515.54
tx_01649,cust_03344,sub_02014,1536.72,netbanking,bank_timeout,2,6,14,10,4,3,17507.81,2,440,retry_later,0.7143,0.75,0.7877,1.0,1209.44,True,1536.72,1535.72
tx_04065,cust_01379,sub_01154,1001.88,card,repeated_failure,1,1,29,27,2,2,30399.88,0,876,retry_now,0.931,1.0,0.0738,1.0,72.96,False,0.0,-1.0
tx_09665,cust_02729,sub_03904,1004.31,upi,customer_abandoned,2,3,35,32,3,2,30747.02,1,1058,recovery_link,0.9143,0.6667,0.7569,1.5,758.65,True,1004.31,1002.81
tx_03038,cust_01130,sub_01872,216.37,upi,insufficient_funds,2,3,3,2,1,1,548.97,1,107,retry_later,0.6667,1.0,0.6595,1.0,141.7,False,0.0,-1.0
tx_03320,cust_00340,sub_02304,546.3,upi,insufficient_funds,1,0,20,13,7,6,7228.9,0,612,retry_now,0.65,0.8571,0.116,1.0,62.37,False,0.0,-1.0
tx_07143,cust_00561,sub_05190,522.7,upi,customer_abandoned,4,16,23,22,1,0,13333.96,5,726,send_reminder,0.9565,0.0,0.2187,0.5,113.81,True,522.7,522.2
tx_06889,cust_03515,sub_04750,1033.85,netbanking,soft_decline,2,5,1,1,0,0,1147.04,2,54,stop,1.0,0.0,0.0,0.0,0.0,False,0.0,0.0
tx_05092,cust_00186,sub_02594,517.37,upi,bank_timeout,3,10,22,18,4,2,9777.14,3,688,send_reminder,0.8182,0.5,0.1135,0.5,58.24,False,0.0,-0.5
tx_03720,cust_02555,sub_01827,524.27,card,expired_card,2,3,20,12,8,4,7539.36,1,611,recovery_link,0.6,0.5,0.7071,1.5,369.23,True,524.27,522.77
tx_02423,cust_03306,sub_04124,528.91,upi,insufficient_funds,1,0,30,27,3,1,17010.42,1,927,recovery_link,0.9,0.3333,0.618,1.5,325.36,False,0.0,-1.5
tx_00749,cust_00630,sub_03576,1020.12,upi,insufficient_funds,3,9,3,3,0,0,3388.56,3,121,send_reminder,1.0,0.0,0.3095,0.5,315.2,False,0.0,-0.5
tx_05271,cust_01714,sub_00014,541.22,netbanking,hard_decline,4,19,14,6,8,6,4104.71,6,463,send_reminder,0.4286,0.75,0.0199,0.5,10.26,False,0.0,-0.5
tx_02373,cust_01594,sub_03957,511.17,upi,insufficient_funds,1,0,3,2,1,1,1140.58,0,94,retry_now,0.6667,1.0,0.1138,1.0,57.19,False,0.0,-1.0
tx_04693,cust_03450,sub_01868,202.54,upi,insufficient_funds,1,2,24,16,8,4,4759.17,0,745,retry_later,0.6667,0.5,0.7104,1.0,142.88,True,202.54,201.54
tx_09879,cust_00751,sub_03883,237.88,card,insufficient_funds,2,6,22,20,2,1,5722.73,2,674,send_reminder,0.9091,0.5,0.3703,0.5,87.58,False,0.0,-0.5
tx_08370,cust_03876,sub_00702,1004.98,card,hard_decline,1,2,33,22,11,5,25108.89,1,999,escalate_human,0.6667,0.4545,0.7063,30.0,679.8,True,1004.98,974.98
tx_07319,cust_00229,sub_02341,544.58,wallet,insufficient_funds,3,11,34,30,4,2,18302.08,3,1035,send_reminder,0.8824,0.5,0.3019,0.5,163.9,False,0.0,-0.5
tx_04368,cust_03706,sub_01250,5034.28,mandate_nach,customer_abandoned,4,23,28,24,4,2,132685.52,6,876,escalate_human,0.8571,0.5,0.2925,30.0,1442.38,False,0.0,-30.0
tx_06785,cust_03896,sub_02462,1011.87,card,soft_decline,1,1,12,12,0,0,11964.96,0,386,retry_now,1.0,0.0,0.4962,1.0,501.14,False,0.0,-1.0
tx_07401,cust_03533,sub_01519,237.06,netbanking,unknown,3,7,2,2,0,0,585.33,3,92,send_reminder,1.0,0.0,0.1763,0.5,41.29,False,0.0,-0.5
tx_01139,cust_02158,sub_04835,5027.73,upi,customer_abandoned,3,7,26,12,14,8,59233.66,3,814,send_reminder,0.4615,0.5714,0.3839,0.5,1929.64,True,5027.73,5027.23
tx_07631,cust_01561,sub_01722,536.73,netbanking,repeated_failure,4,17,8,7,1,1,4162.54,5,270,send_reminder,0.875,1.0,0.0675,0.5,35.75,True,536.73,536.23
tx_02231,cust_00278,sub_04194,507.34,mandate_nach,hard_decline,4,16,9,7,2,1,4142.85,5,289,send_reminder,0.7778,0.5,0.0279,0.5,13.66,False,0.0,-0.5
tx_02164,cust_03817,sub_00643,530.29,upi,insufficient_funds,1,0,34,18,16,6,11672.02,0,1032,retry_now,0.5294,0.375,0.0986,1.0,51.29,False,0.0,-1.0
tx_05217,cust_02664,sub_01774,1014.43,netbanking,customer_abandoned,1,0,4,3,1,1,3394.56,0,135,recovery_link,0.75,1.0,0.7814,1.5,791.21,True,1014.43,1012.93
tx_09444,cust_02984,sub_00158,215.18,upi,repeated_failure,4,15,28,23,5,3,5654.76,6,857,payment_method_update,0.8214,0.6,0.255,2.0,52.87,False,0.0,-2.0
tx_09237,cust_01786,sub_03274,1523.13,upi,bank_timeout,2,3,16,12,4,2,19308.57,2,490,retry_later,0.75,0.5,0.7858,1.0,1195.91,False,0.0,-1.0
tx_04561,cust_01680,sub_03952,536.88,mandate_nach,bank_timeout,1,2,6,5,1,0,3262.81,0,205,retry_later,0.8333,0.0,0.842,1.0,451.07,True,536.88,535.88
tx_01570,cust_00317,sub_00496,1026.3,netbanking,bank_timeout,1,0,33,28,5,4,27673.37,0,1013,retry_later,0.8485,0.8,0.8742,1.0,896.24,True,1026.3,1025.3
tx_00172,cust_03086,sub_02848,1033.4,mandate_nach,insufficient_funds,1,0,23,18,5,4,21604.2,0,707,send_reminder,0.7826,0.8,0.5626,0.5,580.91,True,1033.4,1032.9
tx_07163,cust_03168,sub_01988,1035.36,upi,insufficient_funds,1,2,3,2,1,0,2294.39,0,109,retry_now,0.6667,0.0,0.0789,1.0,80.74,True,1035.36,1034.36
tx_02087,cust_02651,sub_05481,225.02,upi,soft_decline,5,34,35,27,8,6,7010.59,8,1096,stop,0.7714,0.75,0.0,0.0,0.0,False,0.0,0.0
tx_04667,cust_00554,sub_03618,523.52,netbanking,bank_timeout,2,5,12,11,1,1,6569.42,1,375,send_reminder,0.9167,1.0,0.198,0.5,103.16,False,0.0,-0.5
tx_04565,cust_01356,sub_00870,238.92,card,hard_decline,5,30,3,2,1,1,711.07,8,147,recovery_link,0.6667,1.0,0.0876,1.5,19.44,False,0.0,-1.5
tx_07089,cust_01320,sub_01880,1040.77,card,expired_card,2,3,22,12,10,6,12745.23,1,683,recovery_link,0.5455,0.6,0.7218,1.5,749.68,True,1040.77,1039.27
tx_06569,cust_00762,sub_00581,532.29,upi,insufficient_funds,2,5,33,25,8,5,13396.28,1,1008,send_reminder,0.7576,0.625,0.4524,0.5,240.32,False,0.0,-0.5
tx_04783,cust_03024,sub_00078,542.93,netbanking,bank_timeout,1,0,2,2,0,0,1164.57,1,81,retry_now,1.0,0.0,0.8193,1.0,443.81,True,542.93,541.93
tx_02684,cust_02021,sub_00511,508.47,upi,bank_timeout,1,0,8,7,1,0,3727.62,0,251,retry_now,0.875,0.0,0.7765,1.0,393.85,True,508.47,507.47
tx_01832,cust_02354,sub_03552,1026.54,card,insufficient_funds,2,3,10,8,2,1,9087.91,1,313,retry_later,0.8,0.5,0.6637,1.0,680.34,False,0.0,-1.0
tx_08546,cust_02806,sub_00562,1527.28,upi,bank_timeout,1,0,31,28,3,2,44923.3,1,944,retry_now,0.9032,0.6667,0.8384,1.0,1279.44,True,1527.28,1526.28
tx_05065,cust_02761,sub_02152,531.62,card,invalid_payment_method,5,41,9,8,1,1,4434.2,8,321,escalate_human,0.8889,1.0,0.0985,30.0,22.38,False,0.0,-30.0
tx_09130,cust_02254,sub_05470,1044.47,upi,insufficient_funds,2,6,22,15,7,3,16673.71,2,686,retry_later,0.6818,0.4286,0.636,1.0,663.24,True,1044.47,1043.47
tx_09355,cust_00529,sub_03853,537.3,upi,insufficient_funds,1,0,1,1,0,0,668.58,0,52,send_reminder,1.0,0.0,0.5588,0.5,299.72,False,0.0,-0.5
tx_04412,cust_01333,sub_03362,1539.51,upi,insufficient_funds,3,13,5,5,0,0,7744.43,4,176,send_reminder,1.0,0.0,0.2681,0.5,412.17,False,0.0,-0.5
tx_07207,cust_00880,sub_05433,525.52,upi,insufficient_funds,1,0,24,18,6,3,9947.75,0,737,retry_now,0.75,0.5,0.1131,1.0,58.42,False,0.0,-1.0
tx_09890,cust_02218,sub_01096,1028.48,card,insufficient_funds,1,1,9,9,0,0,9991.08,0,289,recovery_link,1.0,0.0,0.5738,1.5,588.68,False,0.0,-1.5
tx_00834,cust_03417,sub_00700,237.99,upi,insufficient_funds,1,0,15,14,1,0,4357.81,0,458,recovery_link,0.9333,0.0,0.5603,1.5,131.85,True,237.99,236.49
tx_06821,cust_02635,sub_03771,1027.56,wallet,hard_decline,1,0,24,22,2,1,25772.56,0,735,recovery_link,0.9167,0.5,0.7355,1.5,754.28,False,0.0,-1.5
tx_03781,cust_00911,sub_03422,216.81,wallet,insufficient_funds,1,1,25,19,6,4,5533.14,0,765,retry_now,0.76,0.6667,0.1053,1.0,21.84,False,0.0,-1.0
tx_09012,cust_03177,sub_02504,1513.35,card,insufficient_funds,1,2,3,2,1,1,3342.13,1,95,retry_now,0.6667,1.0,0.105,1.0,157.91,False,0.0,-1.0
tx_07499,cust_00801,sub_02999,539.59,upi,insufficient_funds,3,7,16,11,5,3,6955.96,4,500,send_reminder,0.6875,0.6,0.2774,0.5,149.17,False,0.0,-0.5
tx_03424,cust_02440,sub_04857,5015.7,card,bank_timeout,3,13,6,4,2,1,20787.27,5,215,send_reminder,0.6667,0.5,0.0647,0.5,323.94,False,0.0,-0.5
tx_00065,cust_01303,sub_00255,999.08,mandate_nach,unknown,1,0,30,26,4,3,28943.15,0,917,retry_now,0.8667,0.75,0.3119,1.0,310.64,False,0.0,-1.0
tx_02963,cust_00267,sub_02558,242.21,netbanking,soft_decline,2,3,29,28,1,1,8812.75,2,877,send_reminder,0.9655,1.0,0.4186,0.5,100.89,True,242.21,241.71
tx_05669,cust_02735,sub_03319,500.31,upi,insufficient_funds,1,1,26,21,5,3,11162.24,1,801,send_reminder,0.8077,0.6,0.5648,0.5,282.08,True,500.31,499.81
tx_08962,cust_03536,sub_03020,1037.01,netbanking,invalid_payment_method,2,6,16,14,2,1,13844.9,3,490,retry_later,0.875,0.5,0.0131,1.0,12.54,False,0.0,-1.0
tx_00354,cust_03877,sub_03318,223.28,card,insufficient_funds,2,3,33,29,4,3,8483.67,1,1002,retry_later,0.8788,0.75,0.6914,1.0,153.38,True,223.28,222.28
tx_08171,cust_03692,sub_00511,510.12,netbanking,insufficient_funds,2,3,32,27,5,2,14111.12,1,970,retry_now,0.8438,0.4,0.0864,1.0,43.09,False,0.0,-1.0
tx_04030,cust_02166,sub_04524,515.4,upi,repeated_failure,1,0,21,17,4,3,9698.57,1,644,escalate_human,0.8095,0.75,0.8108,30.0,387.89,True,515.4,485.4
tx_08534,cust_01990,sub_04037,1543.38,upi,customer_abandoned,1,0,17,13,4,3,21190.11,0,522,retry_now,0.7647,0.75,0.0833,1.0,127.59,False,0.0,-1.0
tx_03651,cust_00287,sub_03070,1047.35,upi,bank_timeout,1,1,25,22,3,3,24326.59,0,753,retry_now,0.88,1.0,0.8474,1.0,886.47,False,0.0,-1.0
tx_06739,cust_01764,sub_00643,248.44,netbanking,invalid_payment_method,1,0,22,21,1,0,6479.34,0,669,retry_now,0.9545,0.0,0.0139,1.0,2.46,False,0.0,-1.0
tx_03297,cust_03630,sub_05041,510.71,upi,bank_timeout,1,1,30,29,1,1,17438.84,0,926,send_reminder,0.9667,1.0,0.3438,0.5,175.09,False,0.0,-0.5
tx_04127,cust_00362,sub_00340,226.52,card,unknown,2,5,13,10,3,2,3088.89,1,401,retry_later,0.7692,0.6667,0.3568,1.0,79.82,False,0.0,-1.0
tx_08043,cust_00773,sub_05460,548.56,upi,invalid_payment_method,1,1,12,9,3,1,5110.47,0,377,stop,0.75,0.3333,0.0,0.0,0.0,False,0.0,0.0
tx_04767,cust_00034,sub_00344,5048.03,card,expired_card,1,2,17,16,1,0,80626.58,0,531,payment_method_update,0.9412,0.0,0.8793,2.0,4436.86,False,0.0,-2.0
tx_00472,cust_01728,sub_04001,526.33,netbanking,unknown,1,1,29,22,7,6,13982.06,0,898,payment_method_update,0.7586,0.8571,0.4324,2.0,225.57,False,0.0,-2.0
tx_03761,cust_02022,sub_00345,540.36,card,invalid_payment_method,1,0,25,11,14,11,7633.79,1,753,retry_now,0.44,0.7857,0.0124,1.0,5.69,False,0.0,-1.0
tx_08617,cust_03759,sub_01884,212.14,card,customer_abandoned,2,6,3,3,0,0,829.92,2,104,recovery_link,1.0,0.0,0.6536,1.5,137.15,False,0.0,-1.5
tx_03566,cust_01687,sub_01612,207.53,upi,bank_timeout,2,3,8,6,2,2,1475.41,1,261,escalate_human,0.75,1.0,0.455,30.0,64.43,False,0.0,-30.0
tx_02760,cust_00534,sub_02821,1008.89,netbanking,repeated_failure,4,24,3,3,0,0,3267.16,7,121,escalate_human,1.0,0.0,0.2986,30.0,271.3,False,0.0,-30.0
tx_00868,cust_01786,sub_02020,509.49,card,customer_abandoned,1,2,7,5,2,2,2943.52,1,216,retry_now,0.7143,1.0,0.0678,1.0,33.52,False,0.0,-1.0
tx_09382,cust_02918,sub_00278,1024.54,upi,unknown,2,6,22,18,4,2,19535.77,2,691,escalate_human,0.8182,0.5,0.4603,30.0,441.62,False,0.0,-30.0
tx_08688,cust_02148,sub_03932,206.89,card,invalid_payment_method,2,3,26,23,3,2,6164.69,1,810,payment_method_update,0.8846,0.6667,0.8118,2.0,165.96,False,0.0,-2.0
tx_04052,cust_03059,sub_01491,504.71,wallet,unknown,1,1,7,6,1,0,3302.48,0,232,retry_now,0.8571,0.0,0.2689,1.0,134.71,False,0.0,-1.0
tx_06130,cust_00284,sub_02054,207.67,upi,insufficient_funds,3,9,27,22,5,4,5392.97,4,820,send_reminder,0.8148,0.8,0.2886,0.5,59.44,True,207.67,207.17
tx_03244,cust_02915,sub_01368,526.55,upi,bank_timeout,1,0,34,29,5,3,15259.69,0,1022,retry_now,0.8529,0.6,0.831,1.0,436.56,True,526.55,525.55
tx_04842,cust_00393,sub_02911,532.25,upi,bank_timeout,2,6,19,15,4,2,9649.56,3,599,retry_later,0.7895,0.5,0.7364,1.0,390.94,True,532.25,531.25
tx_09330,cust_00417,sub_04713,524.03,card,insufficient_funds,1,0,34,22,12,7,13192.69,1,1035,escalate_human,0.6471,0.5833,0.621,30.0,295.44,False,0.0,-30.0
tx_05640,cust_03012,sub_03895,545.0,upi,insufficient_funds,3,9,1,1,0,0,700.46,3,64,stop,1.0,0.0,0.0,0.0,0.0,False,0.0,0.0
tx_05780,cust_00774,sub_00432,1540.39,upi,bank_timeout,3,8,1,0,1,1,63.38,3,42,send_reminder,0.0,1.0,0.0809,0.5,124.08,False,0.0,-0.5
tx_08540,cust_02028,sub_01376,242.89,card,expired_card,1,1,35,34,1,0,9015.99,0,1052,payment_method_update,0.9714,0.0,0.8765,2.0,210.89,True,242.89,240.89
tx_01075,cust_00655,sub_03336,214.32,upi,bank_timeout,1,1,30,23,7,5,6553.54,1,902,retry_now,0.7667,0.7143,0.8074,1.0,172.05,True,214.32,213.32
tx_02957,cust_01945,sub_01357,213.7,upi,invalid_payment_method,1,0,22,20,2,2,5430.77,1,674,retry_now,0.9091,1.0,0.0179,1.0,2.84,False,0.0,-1.0
tx_06752,cust_02446,sub_01218,1029.37,upi,insufficient_funds,1,2,22,20,2,1,20552.95,0,664,escalate_human,0.9091,0.5,0.6168,30.0,604.95,False,0.0,-30.0
