index,transaction_id,failure_type,payment_method,attempt_number,amount,amount_bucket,customer_lifetime_value,days_overdue,contact_count,selected_action,predicted_erv,gt_recovery_probability,recovered,recovered_amount,action_cost,net_value,guardrails_triggered
193,tx_06891,insufficient_funds,upi,1,204.64,100-500,4615.55,2,0,retry_later,154.7554,0.749381,True,204.64,1.0,203.64,0
194,tx_07943,insufficient_funds,upi,2,509.75,500-1000,6100.05,3,1,retry_later,337.9068,0.66101,False,0.0,1.0,-1.0,0
195,tx_04206,hard_decline,netbanking,1,518.31,500-1000,1166.49,2,0,escalate_human,342.4589,0.722891,True,518.31,30.0,488.30999999999995,1
196,tx_06371,insufficient_funds,card,3,240.86,100-500,4079.51,14,4,retry_later,108.5521,0.414555,True,240.86,1.0,239.86,0
197,tx_00232,unknown,upi,3,1004.02,1000-5000,16249.64,10,3,recovery_link,400.6867,0.273569,True,1004.02,1.5,1002.52,0
198,tx_08258,insufficient_funds,upi,2,517.28,500-1000,16244.92,6,2,retry_later,320.7008,0.65141,False,0.0,1.0,-1.0,0
199,tx_07561,insufficient_funds,netbanking,3,541.52,500-1000,7197.78,11,3,retry_later,242.4546,0.510559,True,541.52,1.0,540.52,0
200,tx_06168,bank_timeout,upi,2,1500.61,1000-5000,11736.64,4,2,retry_later,1135.2185,0.759409,True,1500.61,1.0,1499.61,0
201,tx_03596,insufficient_funds,upi,3,543.93,500-1000,3886.87,8,3,retry_later,255.8438,0.46645,False,0.0,1.0,-1.0,0
202,tx_06288,insufficient_funds,upi,1,1527.44,1000-5000,31475.3,1,0,retry_later,1156.7557,0.745911,True,1527.44,1.0,1526.44,0
203,tx_04632,insufficient_funds,netbanking,2,544.38,500-1000,7088.18,4,2,retry_later,351.9581,0.704948,True,544.38,1.0,543.38,0
204,tx_00125,invalid_payment_method,upi,3,2508.88,1000-5000,24556.57,7,4,recovery_link,1317.1561,0.611699,True,2508.88,1.5,2507.38,1
205,tx_07641,hard_decline,mandate_nach,1,1509.96,1000-5000,23153.44,2,1,payment_method_update,1278.8204,0.780229,True,1509.96,2.0,1507.96,1
206,tx_06229,insufficient_funds,mandate_nach,4,1508.55,1000-5000,6658.51,16,5,retry_later,601.8514,0.404332,False,0.0,1.0,-1.0,0
207,tx_01296,invalid_payment_method,card,4,505.95,500-1000,6155.65,24,7,payment_method_update,170.7088,0.336129,False,0.0,2.0,-2.0,1
208,tx_01976,insufficient_funds,upi,2,231.39,100-500,5882.37,4,1,retry_later,144.3324,0.642946,True,231.39,1.0,230.39,0
209,tx_09480,insufficient_funds,netbanking,1,547.7,500-1000,16356.55,0,1,retry_later,397.0145,0.778396,True,547.7,1.0,546.7,0
210,tx_09581,hard_decline,upi,5,1048.1,1000-5000,2248.64,32,8,payment_method_update,165.1672,0.13673,False,0.0,2.0,-2.0,1
211,tx_05750,customer_abandoned,upi,1,228.33,100-500,6509.36,0,0,recovery_link,185.406,0.807797,True,228.33,1.5,226.83,0
212,tx_08152,insufficient_funds,upi,1,5034.46,5000+,4988.14,0,1,retry_later,3760.396,0.763196,True,5034.46,1.0,5033.46,0
213,tx_03086,bank_timeout,upi,2,2504.56,1000-5000,37909.99,5,2,retry_later,1981.659,0.788058,False,0.0,1.0,-1.0,0
214,tx_09276,insufficient_funds,upi,1,524.0,500-1000,12959.71,1,0,retry_later,409.9715,0.772925,True,524.0,1.0,523.0,0
215,tx_06882,hard_decline,card,4,1501.74,1000-5000,21955.48,22,6,payment_method_update,538.8315,0.294291,False,0.0,2.0,-2.0,1
216,tx_09305,insufficient_funds,upi,2,5020.78,5000+,60658.62,4,2,retry_later,3183.5747,0.649939,True,5020.78,1.0,5019.78,0
217,tx_07673,hard_decline,upi,4,1038.83,1000-5000,12620.44,15,5,payment_method_update,422.269,0.414174,False,0.0,2.0,-2.0,1
218,tx_03345,repeated_failure,netbanking,2,2511.43,1000-5000,31075.23,5,1,escalate_human,1572.9947,0.758782,False,0.0,30.0,-30.0,0
219,tx_08172,insufficient_funds,mandate_nach,1,1023.77,1000-5000,25335.82,0,1,retry_later,804.5936,0.81098,True,1023.77,1.0,1022.77,0
220,tx_09421,insufficient_funds,netbanking,1,510.97,500-1000,7410.87,1,0,retry_later,381.7788,0.757236,False,0.0,1.0,-1.0,0
221,tx_05870,soft_decline,upi,1,5045.75,5000+,69129.51,0,0,retry_later,4048.2363,0.739884,True,5045.75,1.0,5044.75,0
222,tx_06506,customer_abandoned,upi,2,1001.43,1000-5000,2246.25,6,3,recovery_link,639.0856,0.675621,True,1001.43,1.5,999.93,0
223,tx_02797,bank_timeout,upi,1,1025.82,1000-5000,34821.64,0,0,retry_later,911.9127,0.869194,True,1025.82,1.0,1024.82,0
224,tx_00918,soft_decline,netbanking,1,247.19,100-500,5312.65,2,0,retry_later,187.4323,0.726353,True,247.19,1.0,246.19,0
225,tx_01646,insufficient_funds,card,1,1522.92,1000-5000,31755.14,2,0,retry_later,1210.0637,0.773637,True,1522.92,1.0,1521.92,0
226,tx_05122,soft_decline,upi,3,2538.39,1000-5000,22291.47,12,4,retry_later,1213.1685,0.430469,False,0.0,1.0,-1.0,0
227,tx_05126,repeated_failure,netbanking,1,223.32,100-500,7637.02,0,1,escalate_human,134.7249,0.815835,True,223.32,30.0,193.32,0
228,tx_04621,customer_abandoned,card,1,526.5,500-1000,1812.74,0,0,recovery_link,347.1989,0.718684,True,526.5,1.5,525.0,0
229,tx_06809,insufficient_funds,upi,1,1048.61,1000-5000,26691.76,0,1,retry_later,820.4228,0.778616,False,0.0,1.0,-1.0,0
230,tx_00364,insufficient_funds,upi,1,536.62,500-1000,6236.45,0,0,retry_later,430.7124,0.787074,True,536.62,1.0,535.62,0
231,tx_02125,bank_timeout,netbanking,2,246.42,100-500,2980.15,3,2,retry_later,177.808,0.752997,True,246.42,1.0,245.42,0
232,tx_08150,unknown,card,1,1017.26,1000-5000,1137.8,1,0,payment_method_update,660.5169,0.444331,False,0.0,2.0,-2.0,0
233,tx_08717,bank_timeout,upi,2,1015.3,1000-5000,27593.49,3,1,retry_later,834.9296,0.809411,False,0.0,1.0,-1.0,0
234,tx_00055,insufficient_funds,upi,1,212.01,100-500,4334.05,2,1,retry_later,156.6081,0.726567,False,0.0,1.0,-1.0,0
235,tx_00638,expired_card,card,2,211.37,100-500,5392.0,5,1,payment_method_update,168.927,0.811028,True,211.37,2.0,209.37,1
236,tx_00302,soft_decline,card,2,526.84,500-1000,12729.3,3,2,retry_later,378.7613,0.659079,False,0.0,1.0,-1.0,0
237,tx_05811,soft_decline,card,1,240.42,100-500,555.79,1,0,retry_later,187.3331,0.710492,True,240.42,1.0,239.42,0
238,tx_01276,bank_timeout,upi,2,228.82,100-500,3688.8,3,1,retry_later,182.1078,0.770899,False,0.0,1.0,-1.0,0
239,tx_04432,bank_timeout,netbanking,2,514.64,500-1000,7478.39,3,2,retry_later,377.0767,0.772879,True,514.64,1.0,513.64,0
240,tx_03644,customer_abandoned,upi,2,521.06,500-1000,6113.98,3,1,recovery_link,354.4732,0.698226,True,521.06,1.5,519.56,0
241,tx_04143,insufficient_funds,netbanking,1,529.3,500-1000,2984.53,1,0,retry_later,377.8261,0.729463,False,0.0,1.0,-1.0,0
242,tx_02878,insufficient_funds,card,1,10037.64,5000+,228776.02,1,0,retry_later,8243.1774,0.771847,True,10037.64,1.0,10036.64,0
243,tx_06493,soft_decline,card,1,1530.98,1000-5000,6495.49,2,0,retry_later,1164.3416,0.656327,True,1530.98,1.0,1529.98,0
244,tx_05240,soft_decline,card,2,1545.31,1000-5000,34431.1,4,2,retry_later,1107.6707,0.658016,True,1545.31,1.0,1544.31,0
245,tx_09408,expired_card,card,1,523.34,500-1000,12062.93,2,0,payment_method_update,452.2909,0.874492,True,523.34,2.0,521.34,1
246,tx_06937,insufficient_funds,card,1,1046.2,1000-5000,16640.43,1,0,retry_later,812.7287,0.753191,True,1046.2,1.0,1045.2,0
247,tx_07240,customer_abandoned,upi,2,1005.74,1000-5000,10965.1,4,1,recovery_link,681.0203,0.704443,False,0.0,1.5,-1.5,0
248,tx_02593,customer_abandoned,upi,1,1037.16,1000-5000,1970.42,1,1,recovery_link,800.4714,0.793318,True,1037.16,1.5,1035.66,0
249,tx_02393,unknown,upi,1,217.4,100-500,6194.35,0,0,recovery_link,147.4804,0.510929,True,217.4,1.5,215.9,0
250,tx_00523,hard_decline,card,2,247.95,100-500,1270.3,6,2,payment_method_update,189.635,0.718945,False,0.0,2.0,-2.0,1
251,tx_06376,invalid_payment_method,upi,1,530.58,500-1000,15765.28,1,1,recovery_link,435.0931,0.847257,True,530.58,1.5,529.08,1
252,tx_06981,invalid_payment_method,upi,1,532.45,500-1000,9768.89,0,0,recovery_link,435.8681,0.834065,True,532.45,1.5,530.95,1
253,tx_06677,invalid_payment_method,upi,2,1010.67,1000-5000,14081.04,5,1,recovery_link,633.1074,0.72037,True,1010.67,1.5,1009.17,1
254,tx_03900,bank_timeout,upi,2,206.09,100-500,2166.53,4,1,retry_later,160.8925,0.754695,True,206.09,1.0,205.09,0
255,tx_09634,insufficient_funds,netbanking,3,527.31,500-1000,4372.48,9,3,retry_later,230.7113,0.473875,True,527.31,1.0,526.31,0
256,tx_05585,expired_card,card,2,2546.53,1000-5000,60384.11,3,1,payment_method_update,2100.6796,0.845792,True,2546.53,2.0,2544.53,1
257,tx_09360,bank_timeout,netbanking,2,1010.51,1000-5000,2138.53,5,1,retry_later,759.201,0.778757,True,1010.51,1.0,1009.51,0
258,tx_07956,customer_abandoned,card,1,241.43,100-500,5267.19,1,0,recovery_link,171.3272,0.756182,True,241.43,1.5,239.93,0
259,tx_07570,unknown,card,1,1506.5,1000-5000,21741.39,1,1,payment_method_update,999.9419,0.470342,True,1506.5,2.0,1504.5,0
260,tx_06777,bank_timeout,upi,2,245.36,100-500,2587.16,3,1,retry_later,195.7134,0.785125,True,245.36,1.0,244.36,0
261,tx_00671,customer_abandoned,netbanking,2,210.14,100-500,6102.13,6,2,recovery_link,125.5671,0.679,True,210.14,1.5,208.64,0
262,tx_04188,insufficient_funds,card,2,2533.07,1000-5000,31012.44,5,1,retry_later,1701.0921,0.691848,True,2533.07,1.0,2532.07,0
263,tx_00666,bank_timeout,upi,3,10009.37,5000+,56927.54,8,3,retry_later,7236.2087,0.715899,True,10009.37,1.0,10008.37,0
264,tx_03266,insufficient_funds,card,4,503.49,500-1000,3569.65,19,6,retry_later,148.5426,0.24906,True,503.49,1.0,502.49,0
265,tx_01887,bank_timeout,upi,2,1024.68,1000-5000,10469.14,5,1,retry_later,815.7147,0.793231,True,1024.68,1.0,1023.6800000000001,0
266,tx_08472,customer_abandoned,netbanking,2,10023.7,5000+,143049.64,3,1,recovery_link,6000.9272,0.692719,True,10023.7,1.5,10022.2,0
267,tx_09091,repeated_failure,card,2,232.12,100-500,4422.56,6,2,payment_method_update,151.5923,0.628748,True,232.12,2.0,230.12,0
268,tx_07687,bank_timeout,upi,1,529.96,500-1000,8583.35,2,0,retry_later,444.7318,0.830431,True,529.96,1.0,528.96,0
269,tx_06031,insufficient_funds,netbanking,1,518.09,500-1000,16827.56,0,1,retry_later,388.4888,0.781828,True,518.09,1.0,517.09,0
270,tx_06090,bank_timeout,upi,1,219.75,100-500,2072.13,0,0,retry_later,184.3533,0.815711,True,219.75,1.0,218.75,0
271,tx_06238,unknown,upi,1,510.33,500-1000,4352.44,1,0,recovery_link,366.0516,0.528052,False,0.0,1.5,-1.5,0
272,tx_07350,insufficient_funds,upi,1,1019.74,1000-5000,13581.92,1,0,retry_later,819.2672,0.798784,False,0.0,1.0,-1.0,0
273,tx_07830,invalid_payment_method,card,3,2525.84,1000-5000,42171.05,11,3,payment_method_update,1499.086,0.685177,False,0.0,2.0,-2.0,1
274,tx_00760,soft_decline,upi,4,210.17,100-500,1242.46,19,6,retry_later,52.5857,0.188253,False,0.0,1.0,-1.0,0
275,tx_06254,bank_timeout,upi,3,1538.63,1000-5000,14954.55,8,3,retry_later,1028.6413,0.673757,False,0.0,1.0,-1.0,0
276,tx_01906,invalid_payment_method,card,4,199.38,100-500,3866.36,18,6,payment_method_update,81.7402,0.439893,False,0.0,2.0,-2.0,1
277,tx_03818,customer_abandoned,upi,1,1022.15,1000-5000,1088.32,1,1,recovery_link,787.8094,0.791383,True,1022.15,1.5,1020.65,0
278,tx_06269,invalid_payment_method,netbanking,1,248.69,100-500,3069.57,0,0,recovery_link,167.5055,0.770888,False,0.0,1.5,-1.5,1
279,tx_04300,soft_decline,wallet,1,1004.18,1000-5000,1060.81,2,0,retry_later,776.1639,0.704643,True,1004.18,1.0,1003.18,0
280,tx_05569,insufficient_funds,upi,2,543.99,500-1000,8201.83,4,1,retry_later,363.0278,0.664306,True,543.99,1.0,542.99,0
281,tx_07941,customer_abandoned,upi,1,524.22,500-1000,11181.78,1,0,recovery_link,439.9155,0.833808,True,524.22,1.5,522.72,0
282,tx_04164,insufficient_funds,upi,2,1048.82,1000-5000,3470.97,4,1,retry_later,669.1606,0.665978,True,1048.82,1.0,1047.82,0
283,tx_05971,insufficient_funds,card,3,541.94,500-1000,9236.65,9,4,retry_later,281.0056,0.498881,True,541.94,1.0,540.94,0
284,tx_03579,insufficient_funds,upi,1,505.1,500-1000,2447.91,1,0,retry_later,394.2543,0.76068,True,505.1,1.0,504.1,0
285,tx_02832,unknown,upi,4,220.7,100-500,638.7,18,6,recovery_link,38.4477,0.08467,False,0.0,1.5,-1.5,0
286,tx_05449,bank_timeout,upi,3,532.91,500-1000,6620.23,9,3,retry_later,344.7443,0.614683,False,0.0,1.0,-1.0,0
287,tx_03472,invalid_payment_method,upi,1,10021.09,5000+,190181.84,2,0,recovery_link,8233.5752,0.828419,True,10021.09,1.5,10019.59,1
288,tx_06327,insufficient_funds,card,1,499.17,100-500,6454.34,2,0,retry_later,351.0639,0.697567,False,0.0,1.0,-1.0,0
289,tx_00137,insufficient_funds,card,2,220.0,100-500,1731.45,3,1,retry_later,145.4011,0.634567,True,220.0,1.0,219.0,0
290,tx_07043,insufficient_funds,upi,2,517.05,500-1000,12938.66,3,1,retry_later,332.4238,0.668473,True,517.05,1.0,516.05,0
291,tx_04892,insufficient_funds,upi,3,1016.8,1000-5000,13831.19,7,3,retry_later,467.4762,0.516246,False,0.0,1.0,-1.0,0
292,tx_02180,invalid_payment_method,upi,1,5016.09,5000+,64256.65,1,1,recovery_link,4003.3338,0.846766,True,5016.09,1.5,5014.59,1
293,tx_07730,bank_timeout,upi,1,1542.95,1000-5000,9137.7,2,0,retry_later,1288.3685,0.802463,True,1542.95,1.0,1541.95,0
294,tx_03177,customer_abandoned,upi,1,526.17,500-1000,18012.83,0,0,recovery_link,429.1207,0.795942,False,0.0,1.5,-1.5,0
295,tx_04854,insufficient_funds,mandate_nach,2,2542.25,1000-5000,60453.32,3,1,retry_later,1907.783,0.753451,True,2542.25,1.0,2541.25,0
296,tx_04637,soft_decline,card,2,500.24,500-1000,3556.61,4,1,retry_later,366.7208,0.648576,False,0.0,1.0,-1.0,0
297,tx_05115,invalid_payment_method,card,1,548.79,500-1000,12265.8,1,0,payment_method_update,456.3743,0.856216,True,548.79,2.0,546.79,1
298,tx_07648,invalid_payment_method,upi,2,5024.3,5000+,22099.53,6,2,recovery_link,3386.0235,0.771087,False,0.0,1.5,-1.5,1
299,tx_04261,bank_timeout,card,2,1548.17,1000-5000,28716.2,6,2,retry_later,1242.6161,0.788773,True,1548.17,1.0,1547.17,0
300,tx_01331,customer_abandoned,wallet,1,240.47,100-500,5060.48,2,0,recovery_link,163.838,0.740553,True,240.47,1.5,238.97,0
301,tx_07002,bank_timeout,upi,1,543.8,500-1000,9341.79,1,0,retry_later,473.5785,0.844736,True,543.8,1.0,542.8,0
302,tx_06941,bank_timeout,card,1,203.24,100-500,7724.31,0,0,retry_later,179.5854,0.840442,True,203.24,1.0,202.24,0
303,tx_08017,bank_timeout,upi,1,233.66,100-500,633.73,0,1,retry_later,197.7482,0.843351,True,233.66,1.0,232.66,0
304,tx_06241,customer_abandoned,mandate_nach,1,2535.57,1000-5000,20064.14,1,0,recovery_link,1969.1798,0.798526,True,2535.57,1.5,2534.07,0
305,tx_09987,unknown,card,1,509.08,500-1000,9906.66,0,1,payment_method_update,342.8868,0.474186,True,509.08,2.0,507.08,0
306,tx_06881,bank_timeout,upi,1,547.76,500-1000,14595.3,0,0,retry_later,461.2319,0.848405,True,547.76,1.0,546.76,0
307,tx_04530,customer_abandoned,upi,1,1028.36,1000-5000,8258.39,0,0,recovery_link,819.0268,0.793128,True,1028.36,1.5,1026.86,0
308,tx_04673,insufficient_funds,card,1,5030.53,5000+,58312.4,1,0,retry_later,3954.4065,0.780532,False,0.0,1.0,-1.0,0
309,tx_06996,insufficient_funds,mandate_nach,3,1046.18,1000-5000,1158.96,13,4,retry_later,549.7148,0.489808,False,0.0,1.0,-1.0,0
310,tx_01252,customer_abandoned,upi,1,1513.32,1000-5000,3475.6,1,0,recovery_link,1212.9403,0.792509,True,1513.32,1.5,1511.82,0
311,tx_03374,hard_decline,mandate_nach,2,515.09,500-1000,10309.98,3,2,payment_method_update,390.1508,0.71621,False,0.0,2.0,-2.0,1
312,tx_02814,bank_timeout,upi,2,2518.95,1000-5000,52754.23,6,2,retry_later,2005.391,0.78498,True,2518.95,1.0,2517.95,0
313,tx_04719,unknown,upi,1,506.46,500-1000,2265.63,0,0,recovery_link,338.3476,0.502792,True,506.46,1.5,504.96,0
314,tx_06544,insufficient_funds,mandate_nach,4,519.05,500-1000,9214.42,17,5,retry_later,217.4479,0.394118,True,519.05,1.0,518.05,0
315,tx_04858,insufficient_funds,upi,1,1022.65,1000-5000,7379.23,0,1,retry_later,804.4123,0.786199,True,1022.65,1.0,1021.65,0
316,tx_07901,insufficient_funds,card,2,541.49,500-1000,9616.1,4,1,retry_later,361.6669,0.648774,True,541.49,1.0,540.49,0
317,tx_08580,bank_timeout,upi,2,2547.4,1000-5000,8126.91,4,1,retry_later,2055.0456,0.793849,True,2547.4,1.0,2546.4,0
318,tx_08427,insufficient_funds,mandate_nach,1,2541.23,1000-5000,8289.88,0,0,retry_later,2011.4559,0.778845,False,0.0,1.0,-1.0,0
319,tx_01077,insufficient_funds,card,1,235.8,100-500,5429.69,2,0,retry_later,176.3774,0.709161,True,235.8,1.0,234.8,0
320,tx_04363,soft_decline,card,2,230.43,100-500,4488.45,5,1,retry_later,161.975,0.611544,True,230.43,1.0,229.43,0
321,tx_00770,bank_timeout,upi,1,209.52,100-500,9092.56,2,0,retry_later,184.5301,0.84447,False,0.0,1.0,-1.0,0
322,tx_08865,bank_timeout,upi,1,1023.76,1000-5000,14724.21,0,0,retry_later,889.0414,0.866603,True,1023.76,1.0,1022.76,0
323,tx_00249,hard_decline,mandate_nach,1,526.0,500-1000,4582.46,0,1,payment_method_update,447.3044,0.783876,True,526.0,2.0,524.0,1
324,tx_07239,customer_abandoned,upi,1,526.25,500-1000,1970.47,0,1,recovery_link,398.3673,0.757688,True,526.25,1.5,524.75,0
325,tx_03419,invalid_payment_method,card,1,1024.01,1000-5000,10828.66,0,0,payment_method_update,865.7617,0.866197,True,1024.01,2.0,1022.01,1
326,tx_04976,bank_timeout,upi,1,1022.72,1000-5000,6942.78,1,0,retry_later,861.1078,0.813689,True,1022.72,1.0,1021.72,0
327,tx_04544,insufficient_funds,upi,1,1016.52,1000-5000,19897.19,2,0,retry_later,786.9888,0.76966,False,0.0,1.0,-1.0,0
328,tx_05565,customer_abandoned,netbanking,3,509.66,500-1000,2910.17,8,3,recovery_link,203.9808,0.481901,False,0.0,1.5,-1.5,0
329,tx_07939,insufficient_funds,netbanking,1,523.49,500-1000,5261.45,1,1,retry_later,392.606,0.778135,True,523.49,1.0,522.49,0
330,tx_00716,soft_decline,card,1,533.98,500-1000,9482.74,1,1,retry_later,418.2209,0.704427,True,533.98,1.0,532.98,0
331,tx_09652,unknown,card,2,5039.01,5000+,27241.98,3,1,payment_method_update,2675.2835,0.355388,False,0.0,2.0,-2.0,0
332,tx_02048,expired_card,card,1,1008.84,1000-5000,30616.88,1,1,payment_method_update,895.9625,0.891155,True,1008.84,2.0,1006.84,1
333,tx_05997,insufficient_funds,upi,3,203.3,100-500,6013.75,8,3,retry_later,98.177,0.504739,False,0.0,1.0,-1.0,0
334,tx_06600,bank_timeout,upi,3,1013.26,1000-5000,6693.5,7,3,retry_later,663.0568,0.649651,True,1013.26,1.0,1012.26,0
335,tx_07245,customer_abandoned,upi,1,1029.29,1000-5000,8114.16,1,0,recovery_link,812.4262,0.806427,True,1029.29,1.5,1027.79,0
336,tx_04178,invalid_payment_method,card,1,10045.3,5000+,183635.11,1,1,payment_method_update,8265.0904,0.857224,True,10045.3,2.0,10043.3,1
337,tx_04809,invalid_payment_method,upi,1,200.59,100-500,1015.99,2,0,recovery_link,162.0606,0.823902,True,200.59,1.5,199.09,1
338,tx_09482,soft_decline,wallet,3,1538.05,1000-5000,4698.47,10,3,retry_later,855.5731,0.475772,True,1538.05,1.0,1537.05,0
339,tx_07140,soft_decline,mandate_nach,4,1502.74,1000-5000,2913.19,21,6,retry_later,598.0826,0.281751,False,0.0,1.0,-1.0,0
340,tx_07190,customer_abandoned,card,2,244.72,100-500,6976.95,5,1,recovery_link,137.5226,0.6672,True,244.72,1.5,243.22,0
341,tx_01460,invalid_payment_method,card,5,218.08,100-500,975.64,37,8,payment_method_update,44.4954,0.19134,True,218.08,2.0,216.08,1
342,tx_05989,bank_timeout,card,1,507.99,500-1000,4659.64,1,1,retry_later,436.7672,0.831564,True,507.99,1.0,506.99,0
343,tx_02000,invalid_payment_method,card,1,506.54,500-1000,5071.89,1,0,payment_method_update,413.4947,0.83866,True,506.54,2.0,504.54,1
344,tx_08175,soft_decline,upi,1,207.46,100-500,5951.95,2,0,retry_later,164.5528,0.718394,True,207.46,1.0,206.46,0
345,tx_00404,unknown,upi,1,534.41,500-1000,12126.75,1,1,recovery_link,331.1996,0.469812,True,534.41,1.5,532.91,0
346,tx_00384,invalid_payment_method,netbanking,1,545.19,500-1000,7821.82,1,0,recovery_link,384.5104,0.783371,True,545.19,1.5,543.69,1
347,tx_09448,soft_decline,mandate_nach,1,529.41,500-1000,12521.12,1,0,retry_later,425.7037,0.768073,True,529.41,1.0,528.41,0
348,tx_09487,invalid_payment_method,card,1,2529.94,1000-5000,54799.22,0,1,payment_method_update,2119.8739,0.862458,True,2529.94,2.0,2527.94,1
349,tx_01633,invalid_payment_method,upi,1,1022.83,1000-5000,8591.52,0,0,recovery_link,819.0434,0.840106,True,1022.83,1.5,1021.33,1
350,tx_09853,hard_decline,netbanking,2,1500.1,1000-5000,1666.74,5,2,escalate_human,849.0618,0.631933,True,1500.1,30.0,1470.1,1
351,tx_04784,invalid_payment_method,upi,4,1019.11,1000-5000,19747.5,22,6,recovery_link,321.7652,0.353429,False,0.0,1.5,-1.5,1
352,tx_09456,hard_decline,upi,4,522.44,500-1000,4842.46,19,7,payment_method_update,157.936,0.267998,False,0.0,2.0,-2.0,1
353,tx_06970,insufficient_funds,netbanking,1,1519.81,1000-5000,37118.78,0,0,retry_later,1105.7587,0.7752,True,1519.81,1.0,1518.81,0
354,tx_03925,soft_decline,card,1,1007.7,1000-5000,25958.25,0,1,retry_later,807.6108,0.73113,True,1007.7,1.0,1006.7,0
355,tx_04158,unknown,card,5,1028.24,1000-5000,9181.17,43,8,payment_method_update,89.7679,0.029944,False,0.0,2.0,-2.0,0
356,tx_07449,insufficient_funds,upi,2,1037.39,1000-5000,4565.65,4,1,retry_later,706.0129,0.681277,False,0.0,1.0,-1.0,0
357,tx_08415,expired_card,card,3,226.17,100-500,7796.69,11,3,payment_method_update,165.9815,0.728415,True,226.17,2.0,224.17,1
358,tx_02193,bank_timeout,upi,2,205.1,100-500,1866.82,6,3,retry_later,146.1451,0.697372,True,205.1,1.0,204.1,0
359,tx_01015,invalid_payment_method,card,1,499.73,100-500,11297.4,1,0,payment_method_update,424.8338,0.866938,True,499.73,2.0,497.73,1
360,tx_05124,soft_decline,card,2,1511.55,1000-5000,31889.74,3,2,retry_later,962.1706,0.616653,True,1511.55,1.0,1510.55,0
361,tx_07418,insufficient_funds,upi,2,232.09,100-500,1426.62,4,1,retry_later,139.1601,0.593743,True,232.09,1.0,231.09,0
362,tx_07409,insufficient_funds,card,1,2540.3,1000-5000,22192.82,2,1,retry_later,1922.0998,0.755556,True,2540.3,1.0,2539.3,0
363,tx_08989,hard_decline,upi,5,1507.58,1000-5000,31570.79,31,8,payment_method_update,211.9961,0.147632,False,0.0,2.0,-2.0,1
364,tx_02871,insufficient_funds,upi,2,1023.32,1000-5000,3219.68,6,3,retry_later,567.5513,0.54282,True,1023.32,1.0,1022.32,0
365,tx_00009,unknown,upi,1,241.31,100-500,5863.65,1,0,recovery_link,169.0973,0.493536,True,241.31,1.5,239.81,0
366,tx_01838,bank_timeout,card,1,1021.19,1000-5000,23185.16,1,0,retry_later,908.4627,0.857163,True,1021.19,1.0,1020.19,0
367,tx_04804,customer_abandoned,card,5,238.79,100-500,4893.68,38,8,recovery_link,22.9302,0.104576,False,0.0,1.5,-1.5,0
368,tx_00255,bank_timeout,upi,2,246.01,100-500,7403.33,6,2,retry_later,188.135,0.754663,True,246.01,1.0,245.01,0
369,tx_07026,soft_decline,mandate_nach,1,1036.25,1000-5000,11847.18,0,0,retry_later,875.8893,0.789458,True,1036.25,1.0,1035.25,0
370,tx_05713,unknown,card,1,1012.95,1000-5000,6188.82,0,0,payment_method_update,667.0344,0.432599,False,0.0,2.0,-2.0,0
371,tx_03324,expired_card,card,2,518.07,500-1000,10405.25,5,2,payment_method_update,427.6245,0.838902,True,518.07,2.0,516.07,1
372,tx_07714,hard_decline,card,1,507.35,500-1000,2102.56,0,0,payment_method_update,428.5714,0.806173,True,507.35,2.0,505.35,1
373,tx_01581,customer_abandoned,netbanking,3,1520.36,1000-5000,14228.56,10,4,recovery_link,710.7308,0.570512,False,0.0,1.5,-1.5,0
374,tx_00924,bank_timeout,upi,2,1033.65,1000-5000,22821.89,6,2,retry_later,795.6703,0.78073,True,1033.65,1.0,1032.65,0
375,tx_02779,bank_timeout,netbanking,1,1045.6,1000-5000,22530.27,0,1,retry_later,897.3109,0.871739,False,0.0,1.0,-1.0,0
376,tx_07891,insufficient_funds,upi,1,517.31,500-1000,1063.73,1,0,retry_later,386.0325,0.747053,True,517.31,1.0,516.31,0
377,tx_06132,insufficient_funds,upi,2,1535.91,1000-5000,33701.41,4,1,retry_later,1111.0714,0.729127,False,0.0,1.0,-1.0,0
378,tx_05320,customer_abandoned,card,1,1518.8,1000-5000,27578.96,0,0,recovery_link,1057.0072,0.788721,True,1518.8,1.5,1517.3,0
379,tx_07312,bank_timeout,upi,1,1543.98,1000-5000,15018.63,2,0,retry_later,1307.8782,0.834838,True,1543.98,1.0,1542.98,0
380,tx_07102,insufficient_funds,mandate_nach,2,1533.14,1000-5000,24169.98,5,2,retry_later,1027.3358,0.717546,True,1533.14,1.0,1532.14,0
381,tx_06042,bank_timeout,upi,3,1545.73,1000-5000,14282.23,7,3,retry_later,1004.8367,0.662787,True,1545.73,1.0,1544.73,0
382,tx_03775,hard_decline,upi,1,211.48,100-500,7094.63,1,0,payment_method_update,166.3832,0.779352,True,211.48,2.0,209.48,1
383,tx_04835,insufficient_funds,upi,1,1026.73,1000-5000,22769.09,2,0,retry_later,798.8634,0.764809,True,1026.73,1.0,1025.73,0
384,tx_04964,unknown,card,1,1036.67,1000-5000,1102.57,1,0,payment_method_update,674.8979,0.413608,False,0.0,2.0,-2.0,0
385,tx_00539,insufficient_funds,wallet,3,247.24,100-500,2216.0,13,4,retry_later,111.73,0.417021,False,0.0,1.0,-1.0,0
